no,review,score
93,"['没', '看过', '原著', '。', '看过', '的话', '估计', '也', '是', 'yy', '小说', '。', '主角', '开挂', '。', '各种', '奇遇', '。', '身边', '都', '是', '美女', '。', ' ', ' ', '这', '不', '和', '什么', '极品', '家丁', '。', '还有', '诛仙', '这些', '都', '差不多', '吗', '。', '第二集', '就', '说', '明白', '了', '整个', '故事', '。', '陈道明', '肯定', '是', '弄死', '他', '母亲', '的', '黑手', '。', '最后', '肯定', '和', '林婉儿', '结婚', '了', '。', ' ', ' ', '就算', '穿越', '了', '。', '能', '默写', '红楼梦', '全篇', '也', '是', '有点', '厉害', '。', '主角', '你', '怎么', '不', '穿越', '过去', '就会造', '原子弹', '呢', '？', '你', '母亲', '的', '遗志', '不是', '一下', '就', '实现', '了', '？', '统一', '全人类', '。', '最后', '不得不', '说', '。', '一周', '更新', '4', '集', '你', '和', '我', '闹', '呢', '？', '总共', '46', '集', '更新', '86', '天', '。', '还是', '第一季', '。', '你', '当', '你', '是', '权力', '的', '游戏', '呢', '。', '一', '拍拍', '十来', '年']",-7
94,"['看不下去', '了', '，', '太', '杰克', '苏了', '真的', '。', '琅', '琊', '榜', '男主', '好歹', '沉稳', '大气', '，', '这部', '的', '男主', '就是', '龙傲', '天', '。', '剧情', '漏洞百出', '，', '所有', '的', '人物', '包括', '主角', '脸谱化', '严重', '。', '你', '说', '当', '喜剧', '看', '，', '不要', '带', '脑子', '，', '笑点', '又', '太尬', '。', '去年', '的', '玛丽', '苏大剧', '延禧', '攻略', '：', '皇后', '、', '继', '皇后', '、', '女主', '哪个', '塑造', '得', '不', '比', '这部', '里', '的', '全部', '角色', '立体', '？', '结果', '这个', '8', '分', '那个', '7', '分', '？']",9
95,"['某位', '老', '艺术家', '拿枪', '拿', '调']",9
96,"['还是', '不行', '啊', '，', '这', '类型', '剧', '啥时候', '能', '有', '个', '突破', '啊']",0
97,"['首先', '，', '没', '港台', '演员', '的', '掺合', '基本', '可以', '避开', '合拍片', '的', '垃圾', '揍', '性', '了', '，', '可以', '一刷', '。', '另', '，', '这天', '上', '一脚', '地上', '一脚', '哪', '也', '不', '挨', '哪', '的', '中', '二', '气质', '果然', '很', '王倦', '大大', '！', '灵魂', '一问', '，', '如此', '悬浮', '的', '设定', '怎么', '过', '的', '审', '？']",2
98,"['就是', '个', '服化', '道', '预算', '充足', '的', '《', '太子妃', '升职', '记', '》', '。']",0
99,"['前', '六集', '看', '完', '了', '，', '很', '失望', '。', '是', '什么', '让', '肤浅', '的', '杰克', '苏', '故事', '都', '能', '铺天盖地', '吹', '成', '这样', '？', '果然', '现在', '任何', '社交', '平台', '上', '对', '一部', '未', '开播', '作品', '的', '提前', '吹捧', '，', '都', '是', '提前', '暗示', '该', '作品', '的', '廉价', '内核', '。']",-7
100,"['莫名其妙', '，', '不知所云', '的', '设定', '。', '。', '。']",-10
101,"['作为', '男生', '看', '了', '第一集', '太假', '太扯', '了', '，', '一个', '小男孩', '还', '能', '把', '一个', '成年', '的', '管家', '给', '扇', '飞', '，', '这部', '剧', '完全', '靠', '这帮', '老戏骨', '支撑', '起来', '的', '，', '新丽', '是', '真', '有钱', '，', '但', '剧本', '是', '硬伤', '。', '很多', '逻辑', '不通']",10.5
102,"['看', '了', '张若昀', '的', '扮相', '，', '真心', '觉得', '演员', '还是', '要长', '的', '有点', '颜值', '，', '否则', '看剧', '吃饭', '都', '要', '被', '恶心', '的', '吐出来', '。', '看到', '第二集', '张若昀', '出来', '了', '，', '就', '弃剧', '了', '！', '能', '找到', '比', '他', '再', '丑', '的', '男主', '吗', '？', '演技', '没', '看', '出来', '，', '但是', '丑', '是', '真的', '可以', '让', '人', '看', '了', '吃不下', '饭', '。', '娱乐节目', '能否', '让', '人', '舒服', '的', '休息', '啊', '。']",1.5
103,"['女人', '全是', '傻', '白甜', '，', '主角', '出身', '即', '不凡', '，', '所遇', '即', '所幸', '，', '难为', '男', '作家', '意淫', '良久']",9
104,"['装', '出', '一副', '高级', '调调', '的', '穿越', '剧', '，', '呵呵', '了', '。']",5
105,"['超前', '看', '了', '3', '集', '，', '很', '期待', '，', '一定', '会', '追', '！']",3
106,"['抱', '着', '看', '琅', '琊', '榜', '的', '心态', '来', '的', '。', '硬着头皮', '看', '了', '三集', '这', '都', '什么', '鬼', '？', '？', '？', '？', '陈道明', '的', '部分', '和', '男主角', '的', '部分', '完全', '不像', '同', '一部', '电视剧', '，', '这', '粗糙', '的', '服道化', '就', '更', '不要', '说', '了', '。', '剧是', '看不下去', '了', '，', '我', '去', '补', '看', '原著', '了', '。', '（', '可是', '脑子里', '一', '但', '接受', '了', '男主角', '是', '张若钧', '那个', '样子', '，', '我怕', '估计', '也', '就', '看不下去', '了', '…', '）', '（', '看', '完', '第十集', '我', '的', '妈呀', '我', '是', '有', '多', '剧荒', '来看', '这个', '，', '味同嚼蜡', '简直', '，', '好多', '公众', '号', '还', '在', '吹', '我', '的', '妈呀', '我', '全部', '取关', '了', '！', '！', '！', '烂出', '天际', '！', '！']",-27
107,"['剧情', '太弱', '了', '，', '简直', '金手指', '，', '完全', '没', '逻辑']",0
108,"['男主', '真是', '败笔', ' ', ' ', '长得', '丑', '演技', '还尬']",-3
109,"['说实话', '，', '真的', '不', '好看', '，', '四不像']",-3
110,"['莫名其妙', '..', '沙雕', '剧情', '和', '台词', '，', '可惜', '了', '吴刚', '陈道明', '这些', '老戏骨', '，', '2', '星给', '他们', '的', '演技', '，', '太差', '了', '，', '张若昀', '古装', '丑', '的', '没法', '看']",-10
111,"['看', '了', '两集', '，', '看不下去', '了', '，', '强大', '的', '演员阵容', '就是', '这么', '个', '道', '化服', '的', '制作', '水平', '？']",5
112,"['什么', '脑残', '台词', '，', '能', '改成', '人', '说', '的', '再', '拍', '电视剧', '行', '吗', '？', '编剧', '直接', '抄', '小说', '的', '吗', '？', '说', '出来', '不尬', '？', '演员', '也', '是', '，', '张开嘴', '说话', '行', '吗', '？', '别', '皱眉头', '了', '可以', '夹死', '苍蝇', '了', '，', '什么', '破', '演技', '。', '。', '。', '一集', '我', '有', '80%', '在', '出戏', '中', '，', '看', '的', '人', '难受', '死', '了', '。']",0
113,"['男主', '成年', '后', '第一个', '特写镜头', '丑出', '天际', '，', '那', '一', '撮', '摩根', '烫', '黄色', '刘海', '浓浓的', '乡', '非土', '气息', '，', '别人', '是', '歪', '脸', '杀', '，', '张若昀', '是', '在', '线索', '命', '。']",-7
114,"['这个', '剧', '绝对', '不值', '8', '分', '，', '不管', '是', '在', '范府', '还是', '在', '朝廷', '，', '原著', '里', '精彩', '的', '权力斗争', '都', '没有', '了', '，', '剩下', '的', '就', '只有', '说个', '俏皮话', '了', '，', '权谋', '剧', '变成', '了', '一个', '搞笑', '剧', '，', '范闲', '作为', '一个', '穿越', '者', '从小', '的', '成熟', '稳重', '也', '没', '了', '，', '从小', '就', '艰苦', '修炼', '霸道', '真', '气', '以及', '跟着', '五竹', '艰苦', '锻炼', '也', '没得', '了', '，', '范闲', '的', '成长', '历程', '完全', '被', '一笔带过', '，', '完全', '变成', '了', '一个', '男版', '傻', '白甜', '，', '莫名其妙', '就', '武功', '超绝', '了', '，', '范闲', '和', '范若', '若', '从小', '感情', '的', '培养', '，', '也', '被', '一笔带过', '，', '感觉', '编剧', '舍重', '就', '轻', '做', '的', '不错', '。', '皇帝', '作为', '幕后', '大', 'BOSS', '，', '还', '动不动', '就', '出来', '解说', '剧情', '，', '神秘感', '完全', '木', '的', '了', '。', '还有', '五竹', '的', '演员', '也', '是', '离谱', '，', '除了', '面目', '表情', '和', '装酷', '，', '没有', '一点', '五竹', '该', '有', '的', '气质', '，', '就', '感觉', '导演', '选角', '就', '有', '问题', '，', '感觉', '陈道明', '并', '不', '适合', '演庆帝', '，', '达康', '书记', '也', '不', '适合', '演', '陈萍萍', '，', '这', '和', '演技', '无关', '，', '就', '跟', '陈佩斯', '不', '适合', '演', '正面', '角色', '一个', '道理', '。', '男主', '就', '不', '说', '了', '，', '是', '个人', '就', '能', '演成', '这样', '，', '毫无', '演技', '可言', '，', '就是', '在', '背台词', '。', '\n', '道具', '也', '是', '离谱', '。']",-29.5
115,"['吹', '的', '多', '牛', '，', '不是', '不行', ' ', '是', '出生', '有点', '晚', ' ', '，', '怪', '只', '怪', '长安', '十二', '时辰', '场景', '太', '考究', '，', '鹤唳华亭', '台词', '太', '文雅', '，', '对比', '起来', '，', '此剧', '显', '如此', '单薄', '无力', '。', '据说', '还有', '还有', '好几', '季', '，', '可怜', '了', '投资商', '。']",42
116,"['吐', '了', '，', '这么', '难看', '吗', '？', '看', '了', '第一集', '，', '一直', '在', '那里', '绕来', '绕', '去', '，', '尴尬', '死', '了', '！', '还', '没有', '鹤唳华亭', '好看', '。', '放弃', '了']",-2
117,"['我', '觉得', '很', '一般', '啊', '，', '剧情', '衔接', '很', '差劲', '，', '主角', '们', '人设', '太', '浓郁', '了', '。', '\n', '为什么', '会火', '?']",-10
118,"['导演', '是不是', '天天', '玩', 'lol', '，', '弄', '了', '个', '盲仔', '天天', '装逼', '，', '看', '的', '人', '一头雾水']",0
119,"['第一集', '被', '五竹叔', '吓', '回来', '了', '，', '五竹叔', '是', '个', '冷漠', '没', '没', '感情', '的', '少年', '，', '跟', '盗墓', '里', '小哥', '的', '意思', '有点像', '。', '这', '演员', '有点', '装酷', '，', '端', '着', '，', '而且', '年龄', '差', '的', '有点', '多', '，', '不过', '说', '回来', '想', '找个', '符合', '叔', '气质', '的', '演员', '有点', '难', '，', '更', '完', '了', '挑', '着', '再', '看看', '吧', '。']",9.75
120,"['这', '..', '就是', '起点', '爽文', '的', '最高', '水准', '？', '？', ' ', '对比', '一下', '同等', '人气', '的', '耽美', '，', '看看', '女性', '作者', '&', '读者', '的', '襟怀', '和', '想象力', '，', '难道', '阴盛阳衰', '已成', '大势', '..', ' ', '(', '?', '_', '?', ')']",8
121,"['无聊', '且', '拖沓', '的', '剧情', '，', '难怪', '一直', '没给', '你播']",0
122,"['看', '了', '半集', '，', '顶不住', '了']",0
123,"['白', '瞎', '了', '陈道明', '了', '。']",0
124,"['一般', '，', '太', '一般', '了']",0
125,"['看', '的', '好', '尴尬', '，', '张若昀', '啊', '你', '怎么', '变', '这样', '了', '啊', '喂']",0
126,"['1', '.', '王倦', '+', '演员', '+', '原著', '，', '挺早', '之前', '就', '想', '看', '了', '，', '预期', '极高', '\n', '2', '.', '看', '完', '还', '不如', '宋', '大志', '，', '更', '别说', '同期', '的', '鸽唳', '华亭', '了', '\n', '3', '.', '编剧', '上', '，', '王倦', '上', '一部', '宋', '大志', '一票', '年轻', '演员', '，', '整体', '不', '走', '深度', '是', '偏', '轻松', '的', '探案', '型', '，', '庆', '余年', '就', '两不像', '，', '1.2', '集太赶', '，', '走马观花', '的', '看', '人物', '讲', '背景', '，', '3.4', '集庆帝', '的', '权谋', '线', '和', '范家', '的', '搞笑', '线', '观感', '上', '太', '割裂', '了', '，', '剧情', '太碎', '，', '不够', '搞笑', '也', '讲', '不好', '剧情', '。', '\n', '4', '.', '演员', '上', '很', '强', '，', '配角', '都', '是', '熟', '脸', '，', '亮相', '时间', '有点', '短', '，', '有些', '还好', '有些', '看', '的', '很', '僵硬', '，', '还有', '配音', '都', '有点', '奇怪', '的', '停顿', '感', '。', '原著', '看过', '开头', '，', '改编', '水平', '算', '网文', '改里', '的', '中等', '吧', '，', '穿越', '设定', '也', '改', '的', '太', '奇怪', '了', '。']",-9
127,"['整个', '剧', '看起来', '不太', '舒服', '，', '更', '谈不上', '有', '什么', '健全', '的', '三观', '，', '就是', '一种', '什么', '都', '不', '懂', '的', '小屁孩', '卖弄', '自己', '一样', '的', '感觉']",8
128,"['额', ' ', '看', '了', '前', '三集', ' ', '都', '目前为止', ' ', '剧情', '是', '个', '啥', '我', '都', '没', '看', '出来', ' ', '不是', '很', '好看', ' ', ' ', '已弃', '?']",9
129,"['改编自', '猫腻', '《', '庆', '余年', '》', '。', '男频', '网文', 'IP', '意淫', '属性', '，', '潘', '逆袭', '一路', '金手指', '开挂', '登顶', '顺带', '开', '后宫', '。', '在', '一众', '古装', '大剧', '的', '对比', '下', '，', '美术', '服化', '道', '极其', '差劲', '。']",-16
130,"['没太看', '下去', ' ', '没', '主线', ' ', '人物', '假大空', '！']",-16
131,"['书粉', '来', '的', '，', '截止', '到', '11', '月', '27', '日晚', '7', '点', '，', '豆瓣', '评分', '7.9', '分', '，', '评价', '人数', '9619', '人', '。', '\n', '我', '不', '知道', '这个', '评价', '是', '怎么', '来', '的', '，', '也', '有', '很多', '自称', '看过', '两遍', '，', '看过', '猫腻', '全集', '的', '网友', '说', '超出', '预期', '，', '在我看来', '，', '这部', '戏请', '了', '许多', '老戏骨', '，', '但', '很', '难', '想象', '会', '拍成', '这个', '样子', '。', '范闲', '作为', '穿越', '者', '首先', '出现', '在', '竹篓', '里', '，', '滴血', '的', '杀人者', '的', '竹篓', '。', '五竹', '的', '铁钎', '，', '以一', '敌十敌', '百', '的', '黑', '骑', '，', '十五岁', '的', '暗杀', '，', '这些', '本该', '刀光剑影', '，', '让', '人', '惊心动魄', '的', '元素', '被', '草草', '带', '过', '，', '霸道', '真气', '这', '名字', '也', '只', '出场', '过', '一次', '而已', '。', '那', '十九年', '前', '为', '京城', '权贵', '大为', '忌惮', '的', '箱子', '被', '范闲', '随手', '拎', '着', '，', '甚至', '交给', '范思辙', '把玩', '，', '权谋', '也', '在', '明', '面上', '谈起', '，', '像', '小孩子', '过家家', '。', '\n', '可能', '编剧', '导演', '想像', '武林', '外传', '一样', '拍', '它', '，', '但是', '与', '我', '心中', '庆', '余年', '应该', '有', '的', '样子', '一一', '比照', '说来', '，', '没有', '一个', '元素', '是', '对', '的', '。', '我', '也', '不惮', '说', '出来', '。', '公布', '阵容', '的', '时候', '我', '就', '有', '过', '担心', '，', '但是', '实际', '拍', '出来', '之后', '和', '杨阳', '导演', '的', '将', '夜', '一', '比较', '，', '实在', '差', '的', '有点', '远']",-35
132,"['看', '了', '一集', '就', '觉得', '里面', '的', ' ', '人', '咋', '都', '这么', '能装', 'b', '呢', '…', '…']",0
133,"['只', '看', '了', '第一集', '和', '第二集', '一点点', '，', '这', '授徒', '的', '戏', '也', '太', '糊弄人', '了', '，', '什么', '试毒', '啊', '竹林', '练轻功', '啊', '，', '9102', '年', '了', '还', '照抄', '邵氏', '70', '年代', '武打片', '的', '桥段', '。', '刘桦', '的', '表演', '完全', '浮在', '面上', '，', '好像', '着急', '去', '赶下', '一个', '片子', '，', '他', '还', '算', '好', '的', '，', '其他', '演员', '就', '只', '剩', '摆', '造型', '了', '。', '塑料', '模块化', '网剧', '―', '所有', '角色', '在', '所有', '戏里', '通用', '，', '导演', '要', '做', '的', '就是', '拼一拼', '，', '太牛', '逼', '了']",0
134,"['刚', '开始', '看', '，', '觉得', '男主长', '得', '挺', '不', '好看', '的', '，', '后来', '发现', '，', '陆续', '登台', '的', '那些', '人', '简直', '是', '不堪入目', '，', '都', '是从', '哪', '请来', '的', '妖魔鬼怪', '，', '竟然', '有', '水文', '说', '这', '是', '国内', '顶级', '服化', '道', '，', '吐血', '...', '网络', '男频', '爽剧', '...', '?', '?', '?']",-10.5
135,"['尬', '到', '爆炸', '的', '一部', '剧']",0
136,"['陈道明', '也', '救', '不', '回', '。', '。']",0
137,"['冲', '陈道明', '和', '吴刚', '老师', '来看', ' ', '在', '我', '心里', '对', '标琅', '琊', '榜', ' ', '但是', '看', '了', '前', '三集', '我', '只能', '说', ' ', '是', '我', '的', '期待', '太高', '了', ' ', '服化', '道', '尤其', '粗糙', ' ', '台词', '也', '很', '夸张', ' ', '人物', '脸谱化', ' ', '整个', '剧', '看起来', '很', '轻浮', ' ', '总之', '就是', '失望', '吧', ' ', '一分', '给', '陈道明', ' ', '一分', '给', '吴刚']",14
138,"['低于', '预期', '，', '哎']",0
139,"['六集', '看', '完', '了', '，', '弱智', '狗血', '剧', '，', '鉴定', '完毕', '。', '不了', '不类', '，', '什么', '玩意儿', '啊']",-4
140,"['请', '一堆', '大', '咖', '然后', '演', '这种', '戏', '？', 'fine', '.....']",0
141,"['我', '觉得', '有点', '太', '无厘头', '啊', ' ', '这么', '大', '制作', '正常', '一点', ' ', '会', '好看', '些', '吧']",1.5
142,"['男主', '太胖', '―', '?', '，', '服化', '道', '不得', '行', '―', '?', '，', '改编', '不够', '好看', '―', '?', '，', '其中', '一首', 'ost', '抄', '末代皇帝', '―', '?', '，', '郭', '麒麟', '竟然', '挺', '可爱', '+', '?']",0.5
143,"['选角', '问题', '太多', '了', '，', '很多', '人物', '不', '符合', '书中', '的', '描述', '，', '更', '讨厌', '的', '是', '整个', '故事', '的', '时间', '线', '，', '故事', '线改', '的', '太', '离谱', '了', '…', '…', '唉', '…', '…', '期待', '满满的', '一部', '剧', '，', '看来', '可以', '弃', '了', '。']",0.5
144,"['我', '经过', '这', '几年', '的', '失望', '已经', '降低', '很多', '期待', '了', ' ', '可是', ' ', '怎么', '能', '这么', '不', '好看', ' ', '我', '得', '看看', '原著', '粉', '什么', '评价', ' ', '如果', '原著', '就', '这样', '那', '我', '无话可说', ' ', '我', '审美', '不够', ' ', '无缘', '欣赏', ' ', '如果', '又', '是', '瞎', '几把', '改', '那', '我', '这', '暴脾气', '可', '就要', '上来', '了', ' ', '这种', '阵容', ' ', '浪费', '是', '犯罪', '啊', '！']",-15
145,"['从', '婴儿', '到', '长大', '都', '在', '儋州', '，', '为啥', '进京', '都', '后', '所有人', '都', '能', '认出', '他', '是', '谁', '！', '？']",0
146,"['看', '了', '一集', '《', '庆', '余年', '》', '。', '之前', '还', '在', '想', '，', '国家', '禁止', '拍', '穿越', '，', '穿越', '元素', '怎么', '保留', '，', '这个', '开头', '处理', '了', '这个', '问题', '…', '…', '确实', '很', '有趣', '，', '只不过', '开头', '那个', '女老师', '是', '谁', '，', '谁', '说', '不能', '用', '现代', '理论', '解读', '古代文学', '的', '！', '编剧', '失职', '了', '啊', '。', '节奏', '比', '《', '将夜', '》', '快', '了', '不少', '，', '跟着', '原著', '，', '不', '拖沓', '，', '这', '很', '好', '。', '另外', '有些', '地方', '太快', '了', '，', '比如', '范闲会', '真气', '，', '前面', '给', '了', '一个', '镜头', '交代', '，', '但', '没', '看过', '书', '的', '观众', '不', '仔细', '看', '估计', '看', '不', '明白', '。', '还有', '私生子', '这', '身份', '，', '只是', '字幕', '说', '了', '，', '如果', '看', '不', '仔细', '，', '会', '很', '奇怪', '一个', '管家', '怎么', '会', '对', '少爷', '那么', '有', '敌意', '。', '有些', '地方', '特效', '一般', '。', '这是', '不好', '的', '地方', '。', '好', '的', '地方', '是', '，', '细节', '还原', '，', '对白', '精彩', '，', '演技', '在线', '，', '节奏', '舒畅', '，', '笑点', '颇', '多', '。', '最后', '一个', '很', '重要', '，', '因为', '《', '庆', '余年', '》', '其实', '很', '沉重', '的', '。', '只要', '接下去', '几集', '不崩', '，', '应该', '能稳', '坐', '9', '分']",89
147,"['倒', '背', '唐诗三百', '首', '，', '默写', '红楼梦', '…', '…', '十几年', '前', '的', '穿越', '烂', '梗', '竟然', '还有', '这么', '多人', '捧场', '，', '是', '我', '输', '了', '…', '…']",-6
148,"['整个', '剧', '就', '像', '几个', '好', '演员', '在', '陪', '一群', '人', '在', '玩', '过家家', '，', '导演', '制片', '是', '真烂', '啊', '，', '一群', '演员', '演技', '好', '尴尬', '啊', '。', '（', '我', '看剧', '的', '时候', '，', '我', '老公', '让', '我', '带', '着', 'iPad', '滚远点', '）']",0
149,"['看', '了', '两集', ' ', '整体', '制作', '不错', ' ', '张若昀', '演技', '撑得住', ' ', '小演员', '演得', '很', '出彩', ' ', '评论', '里面', '有', '的', '人', '太', '搞笑', '了', ' ', '你', '不爽', '肖战', '粉丝', '刷屏', '就', '骂', '肖战粉', '啊', ' ', '冤有头', '债有主', ' ', '给剧', '打', '一星', '是', '什么', '逻辑', '？', '？', '尬', '黑', '有意思', '？', '？']",-42
150,"['第一集', '8', '分', '，', '第二', '三四', '集', '6.5', '分', '，', '第五', '六集', '6', '分', '。', '故事', '还', '行', '，', 'bug', '有点', '多', '，', '节奏', '不快', '。', 'bgm', '简直', '莫名其妙', '，', '个别', '地方', '响到', '让', '人', '无语', '。', '服化', '太丑', '，', '看剧', '无时无刻', '不', '在', '吐', '槽', '男主', '好丑', '好丑', '好丑', '啊', '。', '女主', '苦相', '，', '装束', '显老', '。', '还有', '李小冉', '的', '长', '公主', '，', '弄', '的', '跟', '个', '青楼女子', '一样', '。', '语言', '风格', '过于', '现代化', '，', '除了', '男主', '的', '用词', '可以', '理解', '，', '其他人', '说不过去', '吧', '。', '郭', '麒麟', '的', '台词', '如同', '在', '听相声', '，', '笑点', '颇', '多', '。', '后续', '：', '看', '完全', '剧', '，', '可以', '有', '7.5', '分']",-22.5
151,"['比较', '搞笑', '，', '剧情', '也', '可以', '，', '以前', '不是', '很', '喜欢', '李沁', '，', '这次', '看', '也', '还好', '。', '唯一', '觉得', '原著', '作者', '取名字', '太', '随意', '了', '，', '陈萍萍', '，', '范若', '若', '，', '思思', '之类', '…', '唯一', '用心', '的', '就是', '言冰云', '了', '，', '巧', '了', '我', '喜欢', '肖战', '，', '喜欢', '张若昀', '，', '陈道明', '…', '不过', '整天', '真的', '比', '一般', '国产', '剧好', '太多', '，', '希望', '快点', '更新']",10
152,"['第一次', '补', '追', '网剧', '，', '《', '庆', '余年', '》', '开篇', '就', '不错', '，', '情节', '层层', '揭开', '，', '人物', '个个', '有趣', '，', '让', '我', '几天', '里', '补', '追', '了', '20', '余集', '。', '网剧', '质量', '大', '提高', '，', '用', '电视', '果', '投到', '大', '电视屏', '上', '或', '在', '手机', '小', '屏幕', '上', '观看', '，', '十分', '方便', '，', '流媒体', '观看', '时代', '到来', '了', '！', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '年初', '1', '月', '2', '日写', '了', '前面', '第一段', '看剧', '感想', '，', '之后', '抽空', '不断', '补剧', '，', '后面', '就', '遇到', '了', '等待', '周一', '至', '周三', '的', '更新', '；', '直到', '做天', '最后', '的', '46', '集', '更新', '，', '终于', '看', '完', '了', '这部', '年末', '网络', '爆款', '连续剧', '《', '庆', '余年', '》', '！', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '打个', '满分', '是因为', '它', '满足', '了', '对', '通俗', '娱乐', '剧', '的', '一切', '要求', '，', '“', '燃', '”', '并', '享受', '着', '！']",32
153,"['奔', '着', '主角', '团队', '，', '和', '预告', '去', '看', '的', '。', '就是', '一爽文', '改编', '的', '爽剧', '。', '接受', '不了', '爽文', '的', '基本', '就', '不用', '看', '了', '。', '看', '了', '13', '集', ',', ' ', '主角', '就是', '个', '憨', '憨', '，', '如果', '不是', '有', '主角', '光环', '早就', '死', '两', '百遍', '了', '。', '就算', '是', '架空', '时代', '，', '我', '也', '不能', '接受', '古代', '会', '如此', '“', '现代', '”', '。', '而且', '节奏', '极其', '慢', '，', '还', '时不时', '穿插', '就', '前', '一集', '或前', '几十分钟', '播过', '的', '回忆', '内容', '。', '可', '真是', '凑集', '数', '鬼才', '。']",0
